Başlık,Marka,İşlemci Tipi,İşlemci Modeli,İşlemci Nesli,İşlemci Çekirdek Sayısı,Temel İşlemci Hızı (GHz),Maksimum İşlemci Hızı (GHz),Ram (Sistem Belleği),Ram (Sistem Belleği) Tipi,Arttırılabilir Azami Bellek,SSD Kapasitesi,Hard Disk Kapasitesi,Ekran Boyutu,Çözünürlük,Çözünürlük Standartı,Ekran Yenileme Hızı,Panel Tipi,Ekran Kartı,Ekran Kartı Tipi,Ekran Kartı Hafızası,Ekran Kartı Bellek Tipi,Ekran Kartı Gücü,Cihaz Ağırlığı,Kullanım Amacı,Şarjlı Kullanım Süresi,İşletim Sistemi,Renk,Çekilme Zamanı,Fiyat (TRY),Link
"Victus Gaming 15-FA2023NT Intel Core i5 14450HX 16GB 512GB SSD RTX4050 Freedos 15.6"" BY2K1EA",HP,Intel Core i5,14450HX,14. Nesil,10,2.4,4.8,16 GB,DDR5,,512 GB,HDD Yok,"15,6 inç",1920 x 1080,Full HD (FHD),144 Hz,IPS,Nvidia GeForce RTX 4050,Harici,6 GB,GDDR6,75W,2 - 4 kg,Oyun,4-6 Saat,Free Dos (İşletim Sistemi Yok),Siyah,2025-12-02 06:37:13,37.699 TL,https://www.trendyol.com/hp/victus-gaming-15-fa2023nt-intel-core-i5-14450hx-16gb-512gb-ssd-rtx4050-freedos-15-6-by2k1ea-p-1052249656?boutiqueId=61&merchantId=169540
"Nirvana X650 i3-1315U 16GB DDR5 500GB SSD Freedos 15.6"" Laptop X650.1315-BV00X-G-F",CASPER,Intel Core i3,1315U,13. Nesil,6,1.2,4.5,16 GB,DDR5,32 GB,500 GB,HDD Yok,"15,6 inç",1920 x 1080,Full HD (FHD),60 Hz,IPS,Intel Graphics,Dahili,Paylaşımlı,Dahili,,2 kg ve altı,Ofis - İş,4-6 Saat,Free Dos (İşletim Sistemi Yok),Metalik Gri,2025-12-02 06:37:14,20.799 TL,https://www.trendyol.com/casper/nirvana-x650-i3-1315u-16gb-ddr5-500gb-ssd-freedos-15-6-laptop-x650-1315-bv00x-g-f-p-941993230?boutiqueId=61&merchantId=114258
"Victus 16-S0024NT 16,1 Inç 144 Hz Fhd Ryzen 5 7640HS, 16GB 512 GB Ssd, Freedos,7Z590EA CsrTech",HP,AMD Ryzen 5,7640HS,Belirtilmemiş,10,4,4.6,16 GB,DDR5,,512 GB,HDD Yok,"16,1 inç",1920 x 1080,Full HD (FHD),60 Hz,IPS,Nvidia GeForce RTX 4060,Harici,Paylaşımlı,GDDR6,,2 kg ve altı,Ofis - İş,,Free Dos (İşletim Sistemi Yok),mavi; Siyah,2025-12-02 06:37:15,42.999 TL,https://www.trendyol.com/hp/victus-16-s0024nt-16-1-inc-144-hz-fhd-ryzen-5-7640hs-16gb-512-gb-ssd-freedos-7z590ea-csrtech-p-823305904?boutiqueId=61&merchantId=1107455
"Macbook Pro/ M5 işlemci/ (10 ÇekirdekCPU-10 çekirdek GPU)/ 24GB Ram/ 1TB SSD/ 14.2""/ Spa",Apple,Belirtilmemiş,Belirtilmemiş,5. Nesil,10,,,24 GB,Birleşik Bellek,,1 TB,HDD Yok,14 inç,3024 x 1964,Retina,120 Hz,,Dahili Ekran Kartı,Dahili,Paylaşımlı,Dahili,,2 - 4 kg,Ofis - İş,,Mac Os,Space Black,2025-12-02 06:37:16,117.000 TL,https://www.trendyol.com/apple/macbook-pro-m5-islemci-10-cekirdekcpu-10-cekirdek-gpu-24gb-ram-1tb-ssd-14-2-spa-p-1056365419?boutiqueId=61&merchantId=275331
"MODERN 15 i5-1334U 16GB 512GB SSD 15.6"" FHD Freedos Taşınabilir Bilgisayar F13MG-869XTR",MSI,Intel Core i5,i5-1334U,13. Nesil,10,1.3,4.6,16 GB,DDR4,,512 GB,HDD Yok,"15,6 inç",1920 x 1080,Full HD (FHD),60 Hz,IPS,Dahili Ekran Kartı,Dahili,Paylaşımlı,Dahili,,2 kg ve altı,Ofis - İş,3 Saat ve Altı,Free Dos (İşletim Sistemi Yok),siyah,2025-12-02 06:37:17,21.999 TL,https://www.trendyol.com/msi/modern-15-i5-1334u-16gb-512gb-ssd-15-6-fhd-freedos-tasinabilir-bilgisayar-f13mg-869xtr-p-1057647098?boutiqueId=61&merchantId=1141718
"Rog Strix Scar G635LXEP8 Core Ultra 9 275HX 64GB 4TB SSD RTX5090 Win11P 16"" 240Hz WQXGA + EP Çanta",ASUS,Intel Core Ultra 9,275HX,Series 2,24,2.7,+5,64 GB,DDR5,16 GB,4 TB,HDD Yok,16 inç,2560 x 1600,WQXGA,240 Hz,Mini LED,Nvidia GeForce RTX 5090,Harici,24 GB,GDDR7,175W,2 - 4 kg,Oyun,4-6 Saat,Windows,,2025-12-02 06:37:18,"324.999,01 TL",https://www.trendyol.com/asus/rog-strix-scar-g635lxep8-core-ultra-9-275hx-64gb-4tb-ssd-rtx5090-win11p-16-240hz-wqxga-ep-canta-p-1020430831?boutiqueId=61&merchantId=1109500
ExpertBook P3 13.Nesil Core i7 13620H-16Gb-512Gb Ssd-14inc-W11,ASUS,Intel Core i7,13620H,13. Nesil,16,3.6,,16 GB,DDR5,,512 GB,512 GB,14 inç,1920 x 1200,WUXGA,60 Hz,IPS,Intel UHD Graphics,Dahili,Paylaşımlı,Dahili,,2 kg ve altı,Ofis - İş,,Windows,Gri,2025-12-02 06:37:19,43.349 TL,https://www.trendyol.com/asus/expertbook-p3-13-nesil-core-i7-13620h-16gb-512gb-ssd-14inc-w11-p-1038210862?boutiqueId=61&merchantId=624588
"Elitebook 840 G2 B KALİTE Intel i7-5600U 14"" 8 Ram 128 SSD DOKUNMATİK Notebook - Outlet",HP,Intel Core i7,5600U,5. Nesil,2,1.6,3.4,8 GB,DDR3,16 GB,128 GB,HDD Yok,14 inç,1920 x 1080,Full HD (FHD),Belirtilmemiş,TN,Dahili Ekran Kartı,Dahili,Paylaşımlı,Belirtilmemiş,,2 - 4 kg,Ofis - İş,4-6 Saat,Windows,gri,2025-12-02 06:37:21,10.555 TL,https://www.trendyol.com/hp/elitebook-840-g2-b-kalite-intel-i7-5600u-14-8-ram-128-ssd-dokunmatik-notebook-outlet-p-1054279237?boutiqueId=61&merchantId=299851
"Vivobook 15 X1502VA-BQ1306W/Intel® Core™ i5-13420H/8 GB RAM/512 GB SSD/15.6""/W11 Laptop",ASUS,Intel Core i5,13420H,Belirtilmemiş,8,2,4.6,8 GB,DDR4,8 GB,512 GB,HDD Yok,"15,6 inç",1920 x 1080,Full HD (FHD),60 Hz,IPS,Intel UHD Graphics,Belirtilmemiş,Paylaşımlı,Belirtilmemiş,,2 kg ve altı,Ev - Okul,,Windows,Cool Silver,2025-12-02 06:37:22,23.500 TL,https://www.trendyol.com/asus/vivobook-15-x1502va-bq1306w-intel-core-i5-13420h-8-gb-ram-512-gb-ssd-15-6-w11-laptop-p-1056637057?boutiqueId=61&merchantId=275331
LOQ 15AHP10 AI AMD Ryzen7 250 12GB 512GB RTX5060 15.6FHD IPS 144Hz FreeDos 83JG006FTR Gaming Laptop,LENOVO,AMD Ryzen 7,Belirtilmemiş,AMD Ryzen AI Serisi 1. Nesil,8,3.3,5.0,12 GB,DDR5,64 GB,512 GB,HDD Yok,"15,6 inç",1920 x 1080,Full HD (FHD),144 Hz,IPS,Nvidia GeForce RTX 5060,Harici,8 GB,GDDR7,100W,2 - 4 kg,Oyun,6 Saat ve Üstü,Free Dos (İşletim Sistemi Yok),Gri,2025-12-02 06:37:23,60.049 TL,https://www.trendyol.com/lenovo/loq-15ahp10-ai-amd-ryzen7-250-12gb-512gb-rtx5060-15-6fhd-ips-144hz-freedos-83jg006ftr-gaming-laptop-p-1042125093?boutiqueId=61&merchantId=316311
"Abra A5 V21.6.4 Intel Core i5 13420H 16GB 1TB SSD RTX 3050 FreeDos 15,6"" 144 Hz",MONSTER,Intel Core i5,13420H,13. Nesil,8,2.6,,16 GB,DDR4,,1 TB,HDD Yok,"15,6 inç",1920 x 1080,Full HD (FHD),144 Hz,IPS,Nvidia GeForce RTX 3050,Dahili,4 GB ve altı,GDDR6,,2 - 4 kg,Oyun,,Free Dos (İşletim Sistemi Yok),,2025-12-02 06:37:24,34.599 TL,https://www.trendyol.com/monster/abra-a5-v21-6-4-intel-core-i5-13420h-16gb-1tb-ssd-rtx-3050-freedos-15-6-144-hz-p-1055621439?boutiqueId=61&merchantId=105286
"Huma H4 V5.2 Black Intel Core I7 1255u 16 Gb Ram 500 Gb Ssd Freedos 14,1"" Fhd",MONSTER,Intel Core i7,1255U,12. Nesil,10,1.7,4.7,16 GB,DDR4,64 GB,500 GB,HDD Yok,"14,1 inç",1920 x 1080,Full HD (FHD),60 Hz,IPS,Intel Iris Graphics,Dahili,Paylaşımlı,Dahili,,2 kg ve altı,Ofis - İş,4-6 Saat,Free Dos (İşletim Sistemi Yok),Siyah,2025-12-02 06:37:25,30.799 TL,https://www.trendyol.com/monster/huma-h4-v5-2-black-intel-core-i7-1255u-16-gb-ram-500-gb-ssd-freedos-14-1-fhd-p-727900875?boutiqueId=61&merchantId=105286
NOVABOOK IN16-825P-CS İ5 1035G7 8GB 256GB SSD 15.6'' DOS,Quadro,Intel Core i5,1035G4,10. Nesil,4,1.2,3.7,8 GB,DDR4,,256 GB,256 GB,"15,6 inç",1920 x 1080,Full HD (FHD),60 Hz,IPS,Intel UHD Graphics,Dahili,Paylaşımlı,Dahili,,2 kg ve altı,Ofis - İş,4-6 Saat,Free Dos (İşletim Sistemi Yok),Siyah,2025-12-02 06:37:26,13.599 TL,https://www.trendyol.com/quadro/novabook-in16-825p-cs-i5-1035g7-8gb-256gb-ssd-15-6-dos-p-847731509?boutiqueId=61&merchantId=1000857
LOQ 15ARP9 83JC00FKTR Ryzen 7-7435HS 12GB 1TB RTX4060 15.6inç FHD FreeDos Gaming Laptop,LENOVO,AMD Ryzen 7,7435HS,7. Nesil,8,4,4.5,12 GB,DDR5,,1 TB,HDD Yok,"15,6 inç",1920 x 1080,Full HD (FHD),144 Hz,IPS,Nvidia GeForce RTX 4060,Harici,8 GB,GDDR6,105W,Belirtilmemiş,Oyun,4-6 Saat,Free Dos (İşletim Sistemi Yok),Siyah,2025-12-02 06:37:27,48.000 TL,https://www.trendyol.com/lenovo/loq-15arp9-83jc00fktr-ryzen-7-7435hs-12gb-1tb-rtx4060-15-6inc-fhd-freedos-gaming-laptop-p-879402402?boutiqueId=61&merchantId=1135264
"Slayer5 9XL-5090 C1 Intel U9 275HX 32GB 1TB RTX5090 17"" QHD+ IPS 240Hz DOS Gaming Laptop",Game Garaj,Intel Core Ultra 9,275HX,Belirtilmemiş,24,2.7,+5,32 GB,DDR5,,1 TB,HDD Yok,17 inç,2560 x 1600,QHD+,240 Hz,IPS,Nvidia GeForce RTX 5090,Harici,24 GB,GDDR7,175W,2 - 4 kg,Oyun,3 Saat ve Altı,Free Dos (İşletim Sistemi Yok),Siyah,2025-12-02 06:37:28,152.799 TL,https://www.trendyol.com/game-garaj/slayer5-9xl-5090-c1-intel-u9-275hx-32gb-1tb-rtx5090-17-qhd-ips-240hz-dos-gaming-laptop-p-942551623?boutiqueId=61&merchantId=124551
"Slayer R9T-5070 C2 AMD Ryzen 9 8945HX 32GB RAM 2TB SSD RTX5070 16"" 300Hz QHD+ FreeDOS Oyu",Game Garaj,AMD Ryzen 9,Belirtilmemiş,8. Nesil,16,2.5,+5,32 GB,DDR5,64 GB,2 TB,HDD Yok,16 inç,2560 x 1600,QHD+,300 Hz,IPS,Nvidia GeForce RTX 5070,Harici,8 GB,GDDR7,140W,2 - 4 kg,Oyun,3 Saat ve Altı,Free Dos (İşletim Sistemi Yok),Gri,2025-12-02 06:37:29,78.299 TL,https://www.trendyol.com/game-garaj/slayer-r9t-5070-c2-amd-ryzen-9-8945hx-32gb-ram-2tb-ssd-rtx5070-16-300hz-qhd-freedos-oyu-p-1053097578?boutiqueId=61&merchantId=124551
Vivobook 15 X1504VA-NJ3665 Intel Core 5 120U 8GB 512GB SSD Intel UHD 15.6″ Free DOS,ASUS,Intel Core i5,120U,13. Nesil,10,1.4,5.0,8 GB,DDR4,8 GB,512 GB,HDD Yok,"15,6 inç",1920 x 1080,Full HD (FHD),60 Hz,LED,Intel UHD Graphics,Dahili,Paylaşımlı,Dahili,,2 kg ve altı,Ofis - İş,4-6 Saat,Free Dos (İşletim Sistemi Yok),Siyah,2025-12-02 06:37:30,19.499 TL,https://www.trendyol.com/asus/vivobook-15-x1504va-nj3665-intel-core-5-120u-8gb-512gb-ssd-intel-uhd-15-6-free-dos-p-994394054?boutiqueId=61&merchantId=106934
"Nirvana X650 i3-1315U 8GB DDR5 250GB SSD Freedos 15.6"" Laptop X650.1315-8U00X-G-F",CASPER,Intel Core i3,1315U,13. Nesil,6,1.2,4.5,8 GB,DDR5,32 GB,250 GB,HDD Yok,"15,6 inç",1920 x 1080,Full HD (FHD),60 Hz,IPS,Intel Graphics,Dahili,Paylaşımlı,Dahili,,2 kg ve altı,Ofis - İş,4-6 Saat,Free Dos (İşletim Sistemi Yok),Metalik Gri,2025-12-02 06:37:31,18.099 TL,https://www.trendyol.com/casper/nirvana-x650-i3-1315u-8gb-ddr5-250gb-ssd-freedos-15-6-laptop-x650-1315-8u00x-g-f-p-941991986?boutiqueId=61&merchantId=114258
"LOQ 17IRX10 83JH006ETR i7-13650HX 24GB DDR5 512GB SSD RTX5060 8GB 17.3"" IPS 165Hz FreeDos",LENOVO,Intel Core i7,13650HX,13. Nesil,16,,,24 GB,DDR5,,512 GB,HDD Yok,"17,3 inç",1920 x 1080,Full HD (FHD),165 Hz,IPS,Nvidia GeForce RTX 5060,Harici,8 GB,GDDR7,,2 - 4 kg,Oyun,4-6 Saat,Free Dos (İşletim Sistemi Yok),,2025-12-02 06:37:32,61.999 TL,https://www.trendyol.com/lenovo/loq-17irx10-83jh006etr-i7-13650hx-24gb-ddr5-512gb-ssd-rtx5060-8gb-17-3-ips-165hz-freedos-p-1052107581?boutiqueId=61&merchantId=106198
"IdeaPad Gaming 3 i7-11370H 16GB 1TB HDD 256GB SSD 4GB TX3050 15.6"" FHD Freedos 82K101J2TX",LENOVO,Intel Core i7,11370H,11. Nesil,4,3.3,4.8,16 GB,DDR4,16 GB,256 GB,1 TB,"15,6 inç",1920 x 1080,Full HD (FHD),120 Hz,IPS,Nvidia GeForce RTX 3050,Harici,4 GB ve altı,GDDR6,40W,2 - 4 kg,Oyun,4-6 Saat,Free Dos (İşletim Sistemi Yok),Siyah,2025-12-02 06:37:33,55.999 TL,https://www.trendyol.com/lenovo/ideapad-gaming-3-i7-11370h-16gb-1tb-hdd-256gb-ssd-4gb-tx3050-15-6-fhd-freedos-82k101j2tx-p-741422302?boutiqueId=61&merchantId=585885
A16 IH2 Intel Core i5-13420H 32GB DDR5 RAM 1TB M.2 SSD RTX4050-6GB 75W 16″ FHD+165Hz Freedo,Gigabyte,Intel Core i5,13420H,13. Nesil,8,2,,32 GB,DDR5,64 GB,1 TB,HDD Yok,16 inç,1920 x 1200,FHD+,165 Hz,IPS,Nvidia GeForce RTX 4050,Harici,6 GB,GDDR6,75W,2 - 4 kg,Oyun,,Free Dos (İşletim Sistemi Yok),Renkli,2025-12-02 06:37:34,41.389 TL,https://www.trendyol.com/gigabyte/a16-ih2-intel-core-i5-13420h-32gb-ddr5-ram-1tb-m-2-ssd-rtx4050-6gb-75w-16-fhd-165hz-freedo-p-1042662847?boutiqueId=61&merchantId=106248
,,M4 Pro,240H,5. Nesil,8,3,4.9,8 GB,DDR4,40 GB,512 GB,4 TB,15 inç,2560 x 1440,OLED 3.2K,240 Hz,OLED,AMD Radeon R3,Dahili,8 GB,GDDR6,,Belirtilmemiş,Belirtilmemiş,4-6 Saat,Windows,gri,2025-12-02 06:37:35,20.000 TL,https://www.trendyol.com/askur/asus-vivobook-15-oled-k513-11th-gen-intel-notebook-yenilenmis-kondiksiyon-eksiksiz-p-1018720444?boutiqueId=61&merchantId=670942
"Nirvana X600 Ryzen5-7430U 8GB 250GB SSD 15.6"" Freedos Laptop X600.7430-8U00X-G-F",CASPER,AMD Ryzen 5,7430U,7. Nesil,6,2.3,4.3,8 GB,DDR4,,256 GB,HDD Yok,"15,6 inç",1920 x 1080,Full HD (FHD),60 Hz,IPS,AMD Radeon Graphics,Dahili,Paylaşımlı,Dahili,,2 kg ve altı,Ofis - İş,4-6 Saat,Free Dos (İşletim Sistemi Yok),Metalik Gri; Gri,2025-12-02 06:37:36,19.299 TL,https://www.trendyol.com/casper/nirvana-x600-ryzen5-7430u-8gb-250gb-ssd-15-6-freedos-laptop-x600-7430-8u00x-g-f-p-893544119?boutiqueId=61&merchantId=114258
Latitude 3450 Ultra 5 125U 8GB 512GB SSD 14 FHD Ubuntu XCTO345015-VPU,Dell,Intel Core Ultra 7,120U,Belirtilmemiş,12+,1.3,4.3,8 GB,DDR5,64 GB,512 GB,HDD Yok,14 inç,1920 x 1080,Full HD (FHD),60 Hz,IPS,Dahili Ekran Kartı,Dahili,Paylaşımlı,Belirtilmemiş,,2 kg ve altı,Ev - Okul,3 Saat ve Altı,Linux,Siyah; Gri,2025-12-02 06:37:37,21.349 TL,https://www.trendyol.com/dell/latitude-3450-ultra-5-125u-8gb-512gb-ssd-14-fhd-ubuntu-xcto345015-vpu-p-891450668?boutiqueId=61&merchantId=238093
"Tulpar T6 V3.3.10 Intel Core i7 13700hx 24 GB RAM 1TB SSD RTX 5060 Windows 11 Pro 16"" Fhd+ 1",MONSTER,Intel Core i7,13700H,Belirtilmemiş,4,2.2,4.7,24 GB,Belirtilmemiş,8 GB,1 TB,HDD Yok,16 inç,1920 x 1080,FHD+,Belirtilmemiş,Full HD,Nvidia GeForce RTX 5060,Dahili,Paylaşımlı,Belirtilmemiş,,2 - 4 kg,Oyun,,Windows,Renkli,2025-12-02 06:37:38,77.999 TL,https://www.trendyol.com/monster/tulpar-t6-v3-3-10-intel-core-i7-13700hx-24-gb-ram-1tb-ssd-rtx-5060-windows-11-pro-16-fhd-1-p-1046153440?boutiqueId=61&merchantId=107870
Vivobook Go 15 Celeron N4500-4Gb-128Gb Emmc-15.6inc-W11,ASUS,Intel Celeron,Belirtilmemiş,Belirtilmemiş,2,1.1,,4 GB,DDR4,,128 GB,128 GB,"15,6 inç",1920 x 1080,Full HD (FHD),60 Hz,,Intel HD Graphics,Dahili,Paylaşımlı,Belirtilmemiş,,2 kg ve altı,Ofis - İş,,Windows,Mavi,2025-12-02 06:37:39,10.739 TL,https://www.trendyol.com/asus/vivobook-go-15-celeron-n4500-4gb-128gb-emmc-15-6inc-w11-p-1054002617?boutiqueId=61&merchantId=624588
"Aspire Lite AL15-32P-C65V NX.J9UEY.001A001 N4500 4GB 128eMMC+256SSD 15.6"" FHD W11H Dizüstü Bilg",ACER,Intel Celeron,Belirtilmemiş,Belirtilmemiş,2,1.1,2.8,4 GB,DDR4,4 GB,256 GB,HDD Yok,"15,6 inç",1920 x 1080,Full HD (FHD),60 Hz,,Intel UHD Graphics,Dahili,Paylaşımlı,Dahili,,2 kg ve altı,Ofis - İş,,Windows,Gri,2025-12-02 06:37:40,15.599 TL,https://www.trendyol.com/acer/aspire-lite-al15-32p-c65v-nx-j9uey-001a001-n4500-4gb-128emmc-256ssd-15-6-fhd-w11h-dizustu-bilg-p-1045556714?boutiqueId=61&merchantId=106664
"Abra A5 V20.7.4 Intel Core I7 13620h 16gb Ram 1tb Ssd Rtx 4050 Freedos 15,6"" Fhd 165 Hz",MONSTER,Intel Core i7,13620H,13. Nesil,10,2.4,4.9,16 GB,DDR5,64 GB,1 TB,HDD Yok,"15,6 inç",1920 x 1080,Full HD (FHD),165 Hz,Full HD,Nvidia GeForce RTX 4050,Harici,6 GB,GDDR6,115W,2 - 4 kg,Oyun,4-6 Saat,Free Dos (İşletim Sistemi Yok),Siyah,2025-12-02 06:37:41,47.199 TL,https://www.trendyol.com/monster/abra-a5-v20-7-4-intel-core-i7-13620h-16gb-ram-1tb-ssd-rtx-4050-freedos-15-6-fhd-165-hz-p-949397557?boutiqueId=61&merchantId=105286
"NB CreatorPro X18 HX A14VMG-484TR i9-14900HX 128GB DDR5 RTX5000 ADA GDDR6 16GB 4TB SSD 18"" UHD+",MSI,Intel Core i9,14900HX,14. Nesil,24,3,4.7,128 GB,DDR5,128 GB,4 TB,Belirtilmemiş,18 inç,3840 x 2400,Ultra HD 4K (UHD),120 Hz,IPS,NVIDIA RTX 5000 Ada Nesli,Dahili,16 GB,GDDR6,,2 - 4 kg,Ofis - İş,4-6 Saat,Windows,Siyah,2025-12-02 06:37:42,348.949 TL,https://www.trendyol.com/msi/nb-creatorpro-x18-hx-a14vmg-484tr-i9-14900hx-128gb-ddr5-rtx5000-ada-gddr6-16gb-4tb-ssd-18-uhd-p-882829649?boutiqueId=61&merchantId=106198
Tuf Gaming F15 FX507VV-LP241W 8gb RTX4060 I7-13620H 16GB Ram 512GB SSD 15.6 Fhd 144Hz Win11 P1,ASUS,Intel Core i7,13620H,13. Nesil,10,2.4,4.9,16 GB,DDR5,,512 GB,HDD Yok,"15,6 inç",1920 x 1080,Full HD (FHD),144 Hz,IPS,Nvidia GeForce RTX 4060,Dahili,8 GB,GDDR6,140W,2 - 4 kg,Ofis - İş,4-6 Saat,Windows,siyah,2025-12-02 06:37:43,80.000 TL,https://www.trendyol.com/asus/tuf-gaming-f15-fx507vv-lp241w-8gb-rtx4060-i7-13620h-16gb-ram-512gb-ssd-15-6-fhd-144hz-win11-p1-p-1058037529?boutiqueId=61&merchantId=122633
"ZENBOOK S16 OLED UM5606KA-RK120W AMD R7 AI 350 16GB 1TB SSD 16"" 3K WİN11H",ASUS,AMD Ryzen 7,AI 7 350,Belirtilmemiş,16,2,+5,16 GB,LPDDR5X,,1 TB,HDD Yok,16 inç,2880 x 1800,OLED 3.2K,120 Hz,OLED,AMD Radeon Graphics,Dahili,Paylaşımlı,Dahili,,2 kg ve altı,Ofis - İş,3 Saat ve Altı,Windows,Gri,2025-12-02 06:37:44,70.899 TL,https://www.trendyol.com/asus/zenbook-s16-oled-um5606ka-rk120w-amd-r7-ai-350-16gb-1tb-ssd-16-3k-win11h-p-971762498?boutiqueId=61&merchantId=106664
"ROG Zephyrus G16 GU605CP-QR065W/ Intel Core Ultra 9 285H/ 32 GB Ram/ 1 TB SSD/ RTX 5070/ 16""/ W",ASUS,Intel Core i9,285H,Belirtilmemiş,16,2.9,2.9,32 GB,Belirtilmemiş,32 GB,1 TB,HDD Yok,16 inç,2560 x 1600,WQXGA,240 Hz,OLED,Nvidia GeForce RTX 5070,Harici,8 GB,Belirtilmemiş,,2 kg ve altı,Ev - Okul,4-6 Saat,Windows,Beyaz,2025-12-02 06:37:45,134.000 TL,https://www.trendyol.com/asus/rog-zephyrus-g16-gu605cp-qr065w-intel-core-ultra-9-285h-32-gb-ram-1-tb-ssd-rtx-5070-16-w-p-1019553055?boutiqueId=61&merchantId=275331
"13"" MacBook Air:  M4 chip with 10-core CPU and 10-core GPU, 24GB, 512GB SSD - Gümüş",Apple,Apple M4,Apple M4,4. Nesil,10,3,,24 GB,Birleşik Bellek,,512 GB,HDD Yok,"13,6 inç",2560 x 1664,Ultra HD 4K (UHD),60 Hz,IPS,Dahili Ekran Kartı,Dahili,Paylaşımlı,Dahili,,2 kg ve altı,Ofis - İş,3 Saat ve Altı,Mac Os,Gümüş,2025-12-02 06:37:46,69.999 TL,https://www.trendyol.com/apple/13-macbook-air-apple-m4-chip-with-10-core-cpu-and-10-core-gpu-24gb-512gb-ssd-gumus-p-904728349?boutiqueId=681310&merchantId=968
"Slayer5 9xl-5090 C3 Intel Ultra 9 275hx 64gb Ram 2tb Ssd Rtx5090 17"" Qhd Ips 240hz FreeDOS",Game Garaj,Intel Core Ultra 9,275HX,2. Nesil,24,2.7,+5,64 GB,DDR5,,2 TB,HDD Yok,17 inç,2560 x 1600,QHD+,240 Hz,IPS,Nvidia GeForce RTX 5090,Harici,24 GB,GDDR7,175W,2 - 4 kg,Oyun,3 Saat ve Altı,Free Dos (İşletim Sistemi Yok),Siyah,2025-12-02 06:37:48,164.499 TL,https://www.trendyol.com/game-garaj/slayer5-9xl-5090-c3-intel-ultra-9-275hx-64gb-ram-2tb-ssd-rtx5090-17-qhd-ips-240hz-freedos-p-942551687?boutiqueId=61&merchantId=124551
"Elitebook 840 G1 B KALİTE Intel i7-4600U 16 Ram 128 SSD 14"" DOKUNMATİK Notebook - Outlet",HP,Intel Core i7,4600U,4. Nesil,2,1.6,3.0,16 GB,DDR3,8 GB,120 GB,HDD Yok,14 inç,1920 x 1080,HD Ready (HD),Belirtilmemiş,TN,Dahili Ekran Kartı,Dahili,Paylaşımlı,Belirtilmemiş,,2 - 4 kg,Ofis - İş,4-6 Saat,Windows,gri,2025-12-02 06:37:49,11.225 TL,https://www.trendyol.com/hp/elitebook-840-g1-b-kalite-intel-i7-4600u-16-ram-128-ssd-14-dokunmatik-notebook-outlet-p-1054273198?boutiqueId=61&merchantId=299851
GAMING A16 IH1 Intel Core i7-13620H 32GB DDR5 RAM 1TB M.2 SSD RTX4050-6GB 75W 16'' FHD+165H,Gigabyte,Intel Core i7,13620H,13. Nesil,10,,,32 GB,DDR5,64 GB,1 TB,HDD Yok,16 inç,1920 x 1080,FHD+,165 Hz,IPS,Nvidia GeForce RTX 4050,Harici,6 GB,GDDR6,,2 - 4 kg,Oyun,,Free Dos (İşletim Sistemi Yok),Renkli,2025-12-02 06:37:50,46.709 TL,https://www.trendyol.com/gigabyte/gaming-a16-ih1-intel-core-i7-13620h-32gb-ddr5-ram-1tb-m-2-ssd-rtx4050-6gb-75w-16-fhd-165h-p-948610705?boutiqueId=61&merchantId=106248
250 G10 B39W3AT i5-1334U 16GB 512GB SSD 15.6″ FDOS,HP,Intel Core i5,i5-1334U,13. Nesil,10,2,3.2,16 GB,DDR4,16 GB,512 GB,512 GB,"15,6 inç",1920 x 1080,Full HD (FHD),60 Hz,IPS,Intel XE Graphics,Dahili,Paylaşımlı,Dahili,,2 kg ve altı,Ofis - İş,,Free Dos (İşletim Sistemi Yok),Renkli,2025-12-02 06:37:51,22.899 TL,https://www.trendyol.com/hp/250-g10-b39w3at-i5-1334u-16gb-512gb-ssd-15-6-fdos-p-1042401327?boutiqueId=61&merchantId=1107455
Vivobook 16 V3607vu-rp288 I5 210h 8gb 512gb Ssd Rtx 4050 6gb Freedos Taşınabilir Bilgisayar,ASUS,Intel Core i5,210H,2. Nesil,8,,,8 GB,DDR5,16 GB,512 GB,HDD Yok,16 inç,1920 x 1200,WUXGA,144 Hz,WUXGA,Nvidia GeForce RTX 4050,Harici,6 GB,GDDR6,,2 - 4 kg,Oyun,,Free Dos (İşletim Sistemi Yok),Siyah,2025-12-02 06:37:52,39.999 TL,https://www.trendyol.com/asus/vivobook-16-v3607vu-rp288-i5-210h-8gb-512gb-ssd-rtx-4050-6gb-freedos-tasinabilir-bilgisayar-p-925953830?boutiqueId=61&merchantId=443144
"Slayer R9T-5060 C7 AMD Ryzen 9 8945HX 16GB RAM 1TB SSD RTX5060 16"" 300Hz QHD+ FreeDOS Gam",Game Garaj,AMD Ryzen 9,Belirtilmemiş,8. Nesil,16,2.5,+5,16 GB,DDR5,64 GB,1 TB,HDD Yok,16 inç,2560 x 1600,QHD+,300 Hz,IPS,Nvidia GeForce RTX 5060,Harici,8 GB,GDDR7,115W,2 - 4 kg,Oyun,3 Saat ve Altı,Free Dos (İşletim Sistemi Yok),Gri,2025-12-02 06:37:53,62.499 TL,https://www.trendyol.com/game-garaj/slayer-r9t-5060-c7-amd-ryzen-9-8945hx-16gb-ram-1tb-ssd-rtx5060-16-300hz-qhd-freedos-gam-p-1043353302?boutiqueId=61&merchantId=124551
